"","...1","t_year","year","Date","Location","Sublocation","Block","Treatment","Treatment_ID","Subplot","Microtopography","Total","Notat","Sph_sp","cover","Proportion","cover_no0","cover_int","cover_no1"
"227",227,2,2021,2021-09-13,"HM",1,3,"S","S2",1,"4",11,NA,"Sph com",0,0,0.01,0,0
"228",228,2,2021,2021-09-13,"HM",1,3,"S","S2",1,"4",11,NA,"Sph maj",0,0,0.01,0,0
"229",229,2,2021,2021-09-13,"HM",1,3,"S","S2",1,"4",11,NA,"Sph bal",0,0,0.01,0,0
"230",230,2,2021,2021-09-13,"HM",1,3,"S","S2",1,"4",11,NA,"Sph rip",0,0,0.01,0,0
"231",231,2,2021,2021-09-13,"HM",1,3,"S","S2",1,"4",11,NA,"Sph cf",0,0,0.01,0,0
"232",232,2,2021,2021-09-13,"HM",1,3,"S","S2",2,"4",17,NA,"Sph ang",2,0.117647058823529,2,2,2
"233",233,2,2021,2021-09-13,"HM",1,3,"S","S2",2,"4",17,NA,"Sph cap",5,0.294117647058824,5,5,5
"234",234,2,2021,2021-09-13,"HM",1,3,"S","S2",2,"4",17,NA,"Sph ten",10,0.588235294117647,10,10,10
"235",235,2,2021,2021-09-13,"HM",1,3,"S","S2",2,"4",17,NA,"Sph pap",0,0,0.01,0,0
"236",236,2,2021,2021-09-13,"HM",1,3,"S","S2",2,"4",17,NA,"Sph div",0,0,0.01,0,0
"237",237,2,2021,2021-09-13,"HM",1,3,"S","S2",2,"4",17,NA,"Sph rus",0,0,0.01,0,0
"238",238,2,2021,2021-09-13,"HM",1,3,"S","S2",2,"4",17,NA,"Sph com",0,0,0.01,0,0
"239",239,2,2021,2021-09-13,"HM",1,3,"S","S2",2,"4",17,NA,"Sph maj",0,0,0.01,0,0
"240",240,2,2021,2021-09-13,"HM",1,3,"S","S2",2,"4",17,NA,"Sph bal",0,0,0.01,0,0
"241",241,2,2021,2021-09-13,"HM",1,3,"S","S2",2,"4",17,NA,"Sph rip",0,0,0.01,0,0
"242",242,2,2021,2021-09-13,"HM",1,3,"S","S2",2,"4",17,NA,"Sph cf",0,0,0.01,0,0
"243",243,2,2021,2021-09-13,"HM",1,3,"S","S2",3,"4",22,NA,"Sph ang",3,0.136363636363636,3,3,3
"244",244,2,2021,2021-09-13,"HM",1,3,"S","S2",3,"4",22,NA,"Sph cap",6,0.272727272727273,6,6,6
"245",245,2,2021,2021-09-13,"HM",1,3,"S","S2",3,"4",22,NA,"Sph ten",10,0.454545454545455,10,10,10
"246",246,2,2021,2021-09-13,"HM",1,3,"S","S2",3,"4",22,NA,"Sph pap",3,0.136363636363636,3,3,3
"247",247,2,2021,2021-09-13,"HM",1,3,"S","S2",3,"4",22,NA,"Sph div",0,0,0.01,0,0
"248",248,2,2021,2021-09-13,"HM",1,3,"S","S2",3,"4",22,NA,"Sph rus",0,0,0.01,0,0
"249",249,2,2021,2021-09-13,"HM",1,3,"S","S2",3,"4",22,NA,"Sph com",0,0,0.01,0,0
"250",250,2,2021,2021-09-13,"HM",1,3,"S","S2",3,"4",22,NA,"Sph maj",0,0,0.01,0,0
"251",251,2,2021,2021-09-13,"HM",1,3,"S","S2",3,"4",22,NA,"Sph bal",0,0,0.01,0,0
"252",252,2,2021,2021-09-13,"HM",1,3,"S","S2",3,"4",22,NA,"Sph rip",0,0,0.01,0,0
"253",253,2,2021,2021-09-13,"HM",1,3,"S","S2",3,"4",22,NA,"Sph cf",0,0,0.01,0,0
"254",254,2,2021,2021-09-13,"HM",1,3,"S","S2",4,"3",28,NA,"Sph ang",10,0.357142857142857,10,10,10
"255",255,2,2021,2021-09-13,"HM",1,3,"S","S2",4,"3",28,NA,"Sph cap",10,0.357142857142857,10,10,10
"256",256,2,2021,2021-09-13,"HM",1,3,"S","S2",4,"3",28,NA,"Sph ten",8,0.285714285714286,8,8,8
"257",257,2,2021,2021-09-13,"HM",1,3,"S","S2",4,"3",28,NA,"Sph pap",0,0,0.01,0,0
"258",258,2,2021,2021-09-13,"HM",1,3,"S","S2",4,"3",28,NA,"Sph div",0,0,0.01,0,0
"259",259,2,2021,2021-09-13,"HM",1,3,"S","S2",4,"3",28,NA,"Sph rus",0,0,0.01,0,0
"260",260,2,2021,2021-09-13,"HM",1,3,"S","S2",4,"3",28,NA,"Sph com",0,0,0.01,0,0
"261",261,2,2021,2021-09-13,"HM",1,3,"S","S2",4,"3",28,NA,"Sph maj",0,0,0.01,0,0
"262",262,2,2021,2021-09-13,"HM",1,3,"S","S2",4,"3",28,NA,"Sph bal",0,0,0.01,0,0
"263",263,2,2021,2021-09-13,"HM",1,3,"S","S2",4,"3",28,NA,"Sph rip",0,0,0.01,0,0
"264",264,2,2021,2021-09-13,"HM",1,3,"S","S2",4,"3",28,NA,"Sph cf",0,0,0.01,0,0
"265",265,2,2021,2021-09-13,"HM",1,4,"S","S1",1,"5",12,NA,"Sph ang",6,0.5,6,6,6
"266",266,2,2021,2021-09-13,"HM",1,4,"S","S1",1,"5",12,NA,"Sph cap",2,0.166666666666667,2,2,2
"267",267,2,2021,2021-09-13,"HM",1,4,"S","S1",1,"5",12,NA,"Sph ten",4,0.333333333333333,4,4,4
"268",268,2,2021,2021-09-13,"HM",1,4,"S","S1",1,"5",12,NA,"Sph pap",0,0,0.01,0,0
"269",269,2,2021,2021-09-13,"HM",1,4,"S","S1",1,"5",12,NA,"Sph div",0,0,0.01,0,0
"270",270,2,2021,2021-09-13,"HM",1,4,"S","S1",1,"5",12,NA,"Sph rus",0,0,0.01,0,0
"271",271,2,2021,2021-09-13,"HM",1,4,"S","S1",1,"5",12,NA,"Sph com",0,0,0.01,0,0
"272",272,2,2021,2021-09-13,"HM",1,4,"S","S1",1,"5",12,NA,"Sph maj",0,0,0.01,0,0
"273",273,2,2021,2021-09-13,"HM",1,4,"S","S1",1,"5",12,NA,"Sph bal",0,0,0.01,0,0
"274",274,2,2021,2021-09-13,"HM",1,4,"S","S1",1,"5",12,NA,"Sph rip",0,0,0.01,0,0
"275",275,2,2021,2021-09-13,"HM",1,4,"S","S1",1,"5",12,NA,"Sph cf",0,0,0.01,0,0
"276",276,2,2021,2021-09-13,"HM",1,4,"S","S1",2,"3",22,NA,"Sph ang",10,0.454545454545455,10,10,10
"277",277,2,2021,2021-09-13,"HM",1,4,"S","S1",2,"3",22,NA,"Sph cap",0,0,0.01,0,0
"278",278,2,2021,2021-09-13,"HM",1,4,"S","S1",2,"3",22,NA,"Sph ten",10,0.454545454545455,10,10,10
"279",279,2,2021,2021-09-13,"HM",1,4,"S","S1",2,"3",22,NA,"Sph pap",2,0.0909090909090909,2,2,2
"280",280,2,2021,2021-09-13,"HM",1,4,"S","S1",2,"3",22,NA,"Sph div",0,0,0.01,0,0
"281",281,2,2021,2021-09-13,"HM",1,4,"S","S1",2,"3",22,NA,"Sph rus",0,0,0.01,0,0
"282",282,2,2021,2021-09-13,"HM",1,4,"S","S1",2,"3",22,NA,"Sph com",0,0,0.01,0,0
"283",283,2,2021,2021-09-13,"HM",1,4,"S","S1",2,"3",22,NA,"Sph maj",0,0,0.01,0,0
"284",284,2,2021,2021-09-13,"HM",1,4,"S","S1",2,"3",22,NA,"Sph bal",0,0,0.01,0,0
"285",285,2,2021,2021-09-13,"HM",1,4,"S","S1",2,"3",22,NA,"Sph rip",0,0,0.01,0,0
"286",286,2,2021,2021-09-13,"HM",1,4,"S","S1",2,"3",22,NA,"Sph cf",0,0,0.01,0,0
"287",287,2,2021,2021-09-13,"HM",1,4,"S","S1",3,"6",8,NA,"Sph ang",4,0.5,4,4,4
"288",288,2,2021,2021-09-13,"HM",1,4,"S","S1",3,"6",8,NA,"Sph cap",2,0.25,2,2,2
"289",289,2,2021,2021-09-13,"HM",1,4,"S","S1",3,"6",8,NA,"Sph ten",2,0.25,2,2,2
"290",290,2,2021,2021-09-13,"HM",1,4,"S","S1",3,"6",8,NA,"Sph pap",0,0,0.01,0,0
"291",291,2,2021,2021-09-13,"HM",1,4,"S","S1",3,"6",8,NA,"Sph div",0,0,0.01,0,0
"292",292,2,2021,2021-09-13,"HM",1,4,"S","S1",3,"6",8,NA,"Sph rus",0,0,0.01,0,0
"293",293,2,2021,2021-09-13,"HM",1,4,"S","S1",3,"6",8,NA,"Sph com",0,0,0.01,0,0
"294",294,2,2021,2021-09-13,"HM",1,4,"S","S1",3,"6",8,NA,"Sph maj",0,0,0.01,0,0
"295",295,2,2021,2021-09-13,"HM",1,4,"S","S1",3,"6",8,NA,"Sph bal",0,0,0.01,0,0
"296",296,2,2021,2021-09-13,"HM",1,4,"S","S1",3,"6",8,NA,"Sph rip",0,0,0.01,0,0
"297",297,2,2021,2021-09-13,"HM",1,4,"S","S1",3,"6",8,NA,"Sph cf",0,0,0.01,0,0
"298",298,2,2021,2021-09-13,"HM",1,4,"S","S1",4,"2",24,NA,"Sph ang",8,0.333333333333333,8,8,8
"299",299,2,2021,2021-09-13,"HM",1,4,"S","S1",4,"2",24,NA,"Sph cap",5,0.208333333333333,5,5,5
"300",300,2,2021,2021-09-13,"HM",1,4,"S","S1",4,"2",24,NA,"Sph ten",8,0.333333333333333,8,8,8
"301",301,2,2021,2021-09-13,"HM",1,4,"S","S1",4,"2",24,NA,"Sph pap",1,0.0416666666666667,1,1,1
"302",302,2,2021,2021-09-13,"HM",1,4,"S","S1",4,"2",24,NA,"Sph div",2,0.0833333333333333,2,2,2
"303",303,2,2021,2021-09-13,"HM",1,4,"S","S1",4,"2",24,NA,"Sph rus",0,0,0.01,0,0
"304",304,2,2021,2021-09-13,"HM",1,4,"S","S1",4,"2",24,NA,"Sph com",0,0,0.01,0,0
"305",305,2,2021,2021-09-13,"HM",1,4,"S","S1",4,"2",24,NA,"Sph maj",0,0,0.01,0,0
"306",306,2,2021,2021-09-13,"HM",1,4,"S","S1",4,"2",24,NA,"Sph bal",0,0,0.01,0,0
"307",307,2,2021,2021-09-13,"HM",1,4,"S","S1",4,"2",24,NA,"Sph rip",0,0,0.01,0,0
"308",308,2,2021,2021-09-13,"HM",1,4,"S","S1",4,"2",24,NA,"Sph cf",0,0,0.01,0,0
"309",309,2,2021,2021-09-13,"HM",1,4,"S","S2",1,"3",41,NA,"Sph ang",35,0.853658536585366,35,35,35
"310",310,2,2021,2021-09-13,"HM",1,4,"S","S2",1,"3",41,NA,"Sph cap",4,0.0975609756097561,4,4,4
"311",311,2,2021,2021-09-13,"HM",1,4,"S","S2",1,"3",41,NA,"Sph ten",2,0.0487804878048781,2,2,2
"312",312,2,2021,2021-09-13,"HM",1,4,"S","S2",1,"3",41,NA,"Sph pap",0,0,0.01,0,0
"313",313,2,2021,2021-09-13,"HM",1,4,"S","S2",1,"3",41,NA,"Sph div",0,0,0.01,0,0
"314",314,2,2021,2021-09-13,"HM",1,4,"S","S2",1,"3",41,NA,"Sph rus",0,0,0.01,0,0
"315",315,2,2021,2021-09-13,"HM",1,4,"S","S2",1,"3",41,NA,"Sph com",0,0,0.01,0,0
"316",316,2,2021,2021-09-13,"HM",1,4,"S","S2",1,"3",41,NA,"Sph maj",0,0,0.01,0,0
"317",317,2,2021,2021-09-13,"HM",1,4,"S","S2",1,"3",41,NA,"Sph bal",0,0,0.01,0,0
"318",318,2,2021,2021-09-13,"HM",1,4,"S","S2",1,"3",41,NA,"Sph rip",0,0,0.01,0,0
"319",319,2,2021,2021-09-13,"HM",1,4,"S","S2",1,"3",41,NA,"Sph cf",0,0,0.01,0,0
"320",320,2,2021,2021-09-13,"HM",1,4,"S","S2",2,"4",27,NA,"Sph ang",15,0.555555555555556,15,15,15
"321",321,2,2021,2021-09-13,"HM",1,4,"S","S2",2,"4",27,NA,"Sph cap",4,0.148148148148148,4,4,4
"322",322,2,2021,2021-09-13,"HM",1,4,"S","S2",2,"4",27,NA,"Sph ten",8,0.296296296296296,8,8,8
"323",323,2,2021,2021-09-13,"HM",1,4,"S","S2",2,"4",27,NA,"Sph pap",0,0,0.01,0,0
"324",324,2,2021,2021-09-13,"HM",1,4,"S","S2",2,"4",27,NA,"Sph div",0,0,0.01,0,0
"325",325,2,2021,2021-09-13,"HM",1,4,"S","S2",2,"4",27,NA,"Sph rus",0,0,0.01,0,0
"326",326,2,2021,2021-09-13,"HM",1,4,"S","S2",2,"4",27,NA,"Sph com",0,0,0.01,0,0
"327",327,2,2021,2021-09-13,"HM",1,4,"S","S2",2,"4",27,NA,"Sph maj",0,0,0.01,0,0
"328",328,2,2021,2021-09-13,"HM",1,4,"S","S2",2,"4",27,NA,"Sph bal",0,0,0.01,0,0
"329",329,2,2021,2021-09-13,"HM",1,4,"S","S2",2,"4",27,NA,"Sph rip",0,0,0.01,0,0
"330",330,2,2021,2021-09-13,"HM",1,4,"S","S2",2,"4",27,NA,"Sph cf",0,0,0.01,0,0
"331",331,2,2021,2021-09-13,"HM",1,4,"S","S2",3,"3",26,NA,"Sph ang",15,0.576923076923077,15,15,15
"332",332,2,2021,2021-09-13,"HM",1,4,"S","S2",3,"3",26,NA,"Sph cap",2,0.0769230769230769,2,2,2
"333",333,2,2021,2021-09-13,"HM",1,4,"S","S2",3,"3",26,NA,"Sph ten",5,0.192307692307692,5,5,5
"334",334,2,2021,2021-09-13,"HM",1,4,"S","S2",3,"3",26,NA,"Sph pap",3,0.115384615384615,3,3,3
"335",335,2,2021,2021-09-13,"HM",1,4,"S","S2",3,"3",26,NA,"Sph div",1,0.0384615384615385,1,1,1
"336",336,2,2021,2021-09-13,"HM",1,4,"S","S2",3,"3",26,NA,"Sph rus",0,0,0.01,0,0
"337",337,2,2021,2021-09-13,"HM",1,4,"S","S2",3,"3",26,NA,"Sph com",0,0,0.01,0,0
"338",338,2,2021,2021-09-13,"HM",1,4,"S","S2",3,"3",26,NA,"Sph maj",0,0,0.01,0,0
"339",339,2,2021,2021-09-13,"HM",1,4,"S","S2",3,"3",26,NA,"Sph bal",0,0,0.01,0,0
"340",340,2,2021,2021-09-13,"HM",1,4,"S","S2",3,"3",26,NA,"Sph rip",0,0,0.01,0,0
"341",341,2,2021,2021-09-13,"HM",1,4,"S","S2",3,"3",26,NA,"Sph cf",0,0,0.01,0,0
"342",342,2,2021,2021-09-13,"HM",1,4,"S","S2",4,"3",28,NA,"Sph ang",3,0.107142857142857,3,3,3
"343",343,2,2021,2021-09-13,"HM",1,4,"S","S2",4,"3",28,NA,"Sph cap",3,0.107142857142857,3,3,3
"344",344,2,2021,2021-09-13,"HM",1,4,"S","S2",4,"3",28,NA,"Sph ten",20,0.714285714285714,20,20,20
"345",345,2,2021,2021-09-13,"HM",1,4,"S","S2",4,"3",28,NA,"Sph pap",2,0.0714285714285714,2,2,2
"346",346,2,2021,2021-09-13,"HM",1,4,"S","S2",4,"3",28,NA,"Sph div",0,0,0.01,0,0
"347",347,2,2021,2021-09-13,"HM",1,4,"S","S2",4,"3",28,NA,"Sph rus",0,0,0.01,0,0
"348",348,2,2021,2021-09-13,"HM",1,4,"S","S2",4,"3",28,NA,"Sph com",0,0,0.01,0,0
"349",349,2,2021,2021-09-13,"HM",1,4,"S","S2",4,"3",28,NA,"Sph maj",0,0,0.01,0,0
"350",350,2,2021,2021-09-13,"HM",1,4,"S","S2",4,"3",28,NA,"Sph bal",0,0,0.01,0,0
"351",351,2,2021,2021-09-13,"HM",1,4,"S","S2",4,"3",28,NA,"Sph rip",0,0,0.01,0,0
"352",352,2,2021,2021-09-13,"HM",1,4,"S","S2",4,"3",28,NA,"Sph cf",0,0,0.01,0,0
"353",353,2,2021,2021-09-13,"HM",2,1,"S","S1",1,"1",90,NA,"Sph ang",70,0.777777777777778,70,70,70
"354",354,2,2021,2021-09-13,"HM",2,1,"S","S1",1,"1",90,NA,"Sph cap",4,0.0444444444444444,4,4,4
"355",355,2,2021,2021-09-13,"HM",2,1,"S","S1",1,"1",90,NA,"Sph ten",15,0.166666666666667,15,15,15
"356",356,2,2021,2021-09-13,"HM",2,1,"S","S1",1,"1",90,NA,"Sph pap",1,0.0111111111111111,1,1,1
"357",357,2,2021,2021-09-13,"HM",2,1,"S","S1",1,"1",90,NA,"Sph div",0,0,0.01,0,0
"358",358,2,2021,2021-09-13,"HM",2,1,"S","S1",1,"1",90,NA,"Sph rus",0,0,0.01,0,0
"359",359,2,2021,2021-09-13,"HM",2,1,"S","S1",1,"1",90,NA,"Sph com",0,0,0.01,0,0
"360",360,2,2021,2021-09-13,"HM",2,1,"S","S1",1,"1",90,NA,"Sph maj",0,0,0.01,0,0
"361",361,2,2021,2021-09-13,"HM",2,1,"S","S1",1,"1",90,NA,"Sph bal",0,0,0.01,0,0
"362",362,2,2021,2021-09-13,"HM",2,1,"S","S1",1,"1",90,NA,"Sph rip",0,0,0.01,0,0
"363",363,2,2021,2021-09-13,"HM",2,1,"S","S1",1,"1",90,NA,"Sph cf",0,0,0.01,0,0
"364",364,2,2021,2021-09-13,"HM",2,1,"S","S1",2,"3",91,NA,"Sph ang",70,0.769230769230769,70,70,70
"365",365,2,2021,2021-09-13,"HM",2,1,"S","S1",2,"3",91,NA,"Sph cap",0,0,0.01,0,0
"366",366,2,2021,2021-09-13,"HM",2,1,"S","S1",2,"3",91,NA,"Sph ten",20,0.21978021978022,20,20,20
"367",367,2,2021,2021-09-13,"HM",2,1,"S","S1",2,"3",91,NA,"Sph pap",1,0.010989010989011,1,1,1
"368",368,2,2021,2021-09-13,"HM",2,1,"S","S1",2,"3",91,NA,"Sph div",0,0,0.01,0,0
"369",369,2,2021,2021-09-13,"HM",2,1,"S","S1",2,"3",91,NA,"Sph rus",0,0,0.01,0,0
"370",370,2,2021,2021-09-13,"HM",2,1,"S","S1",2,"3",91,NA,"Sph com",0,0,0.01,0,0
"371",371,2,2021,2021-09-13,"HM",2,1,"S","S1",2,"3",91,NA,"Sph maj",0,0,0.01,0,0
"372",372,2,2021,2021-09-13,"HM",2,1,"S","S1",2,"3",91,NA,"Sph bal",0,0,0.01,0,0
"373",373,2,2021,2021-09-13,"HM",2,1,"S","S1",2,"3",91,NA,"Sph rip",0,0,0.01,0,0
"374",374,2,2021,2021-09-13,"HM",2,1,"S","S1",2,"3",91,NA,"Sph cf",0,0,0.01,0,0
"375",375,2,2021,2021-09-13,"HM",2,1,"S","S1",3,"2",92,NA,"Sph ang",65,0.706521739130435,65,65,65
"376",376,2,2021,2021-09-13,"HM",2,1,"S","S1",3,"2",92,NA,"Sph cap",0,0,0.01,0,0
"377",377,2,2021,2021-09-13,"HM",2,1,"S","S1",3,"2",92,NA,"Sph ten",25,0.271739130434783,25,25,25
"378",378,2,2021,2021-09-13,"HM",2,1,"S","S1",3,"2",92,NA,"Sph pap",2,0.0217391304347826,2,2,2
"379",379,2,2021,2021-09-13,"HM",2,1,"S","S1",3,"2",92,NA,"Sph div",0,0,0.01,0,0
"380",380,2,2021,2021-09-13,"HM",2,1,"S","S1",3,"2",92,NA,"Sph rus",0,0,0.01,0,0
"381",381,2,2021,2021-09-13,"HM",2,1,"S","S1",3,"2",92,NA,"Sph com",0,0,0.01,0,0
"382",382,2,2021,2021-09-13,"HM",2,1,"S","S1",3,"2",92,NA,"Sph maj",0,0,0.01,0,0
"383",383,2,2021,2021-09-13,"HM",2,1,"S","S1",3,"2",92,NA,"Sph bal",0,0,0.01,0,0
"384",384,2,2021,2021-09-13,"HM",2,1,"S","S1",3,"2",92,NA,"Sph rip",0,0,0.01,0,0
"385",385,2,2021,2021-09-13,"HM",2,1,"S","S1",3,"2",92,NA,"Sph cf",0,0,0.01,0,0
"386",386,2,2021,2021-09-13,"HM",2,1,"S","S1",4,"1",81,NA,"Sph ang",60,0.740740740740741,60,60,60
"387",387,2,2021,2021-09-13,"HM",2,1,"S","S1",4,"1",81,NA,"Sph cap",1,0.0123456790123457,1,1,1
"388",388,2,2021,2021-09-13,"HM",2,1,"S","S1",4,"1",81,NA,"Sph ten",20,0.246913580246914,20,20,20
"389",389,2,2021,2021-09-13,"HM",2,1,"S","S1",4,"1",81,NA,"Sph pap",0,0,0.01,0,0
"390",390,2,2021,2021-09-13,"HM",2,1,"S","S1",4,"1",81,NA,"Sph div",0,0,0.01,0,0
"391",391,2,2021,2021-09-13,"HM",2,1,"S","S1",4,"1",81,NA,"Sph rus",0,0,0.01,0,0
"392",392,2,2021,2021-09-13,"HM",2,1,"S","S1",4,"1",81,NA,"Sph com",0,0,0.01,0,0
"393",393,2,2021,2021-09-13,"HM",2,1,"S","S1",4,"1",81,NA,"Sph maj",0,0,0.01,0,0
"394",394,2,2021,2021-09-13,"HM",2,1,"S","S1",4,"1",81,NA,"Sph bal",0,0,0.01,0,0
"395",395,2,2021,2021-09-13,"HM",2,1,"S","S1",4,"1",81,NA,"Sph rip",0,0,0.01,0,0
"396",396,2,2021,2021-09-13,"HM",2,1,"S","S1",4,"1",81,NA,"Sph cf",0,0,0.01,0,0
"397",397,2,2021,2021-09-13,"HM",2,1,"S","S2",1,"2",91,NA,"Sph ang",30,0.32967032967033,30,30,30
"398",398,2,2021,2021-09-13,"HM",2,1,"S","S2",1,"2",91,NA,"Sph cap",1,0.010989010989011,1,1,1
"399",399,2,2021,2021-09-13,"HM",2,1,"S","S2",1,"2",91,NA,"Sph ten",60,0.659340659340659,60,60,60
"400",400,2,2021,2021-09-13,"HM",2,1,"S","S2",1,"2",91,NA,"Sph pap",0,0,0.01,0,0
"401",401,2,2021,2021-09-13,"HM",2,1,"S","S2",1,"2",91,NA,"Sph div",0,0,0.01,0,0
"402",402,2,2021,2021-09-13,"HM",2,1,"S","S2",1,"2",91,NA,"Sph rus",0,0,0.01,0,0
"403",403,2,2021,2021-09-13,"HM",2,1,"S","S2",1,"2",91,NA,"Sph com",0,0,0.01,0,0
"404",404,2,2021,2021-09-13,"HM",2,1,"S","S2",1,"2",91,NA,"Sph maj",0,0,0.01,0,0
"405",405,2,2021,2021-09-13,"HM",2,1,"S","S2",1,"2",91,NA,"Sph bal",0,0,0.01,0,0
"406",406,2,2021,2021-09-13,"HM",2,1,"S","S2",1,"2",91,NA,"Sph rip",0,0,0.01,0,0
"407",407,2,2021,2021-09-13,"HM",2,1,"S","S2",1,"2",91,NA,"Sph cf",0,0,0.01,0,0
"408",408,2,2021,2021-09-13,"HM",2,1,"S","S2",2,"2",95,NA,"Sph ang",75,0.789473684210526,75,75,75
"409",409,2,2021,2021-09-13,"HM",2,1,"S","S2",2,"2",95,NA,"Sph cap",3,0.0315789473684211,3,3,3
"410",410,2,2021,2021-09-13,"HM",2,1,"S","S2",2,"2",95,NA,"Sph ten",5,0.0526315789473684,5,5,5
"411",411,2,2021,2021-09-13,"HM",2,1,"S","S2",2,"2",95,NA,"Sph pap",12,0.126315789473684,12,12,12
"412",412,2,2021,2021-09-13,"HM",2,1,"S","S2",2,"2",95,NA,"Sph div",0,0,0.01,0,0
"413",413,2,2021,2021-09-13,"HM",2,1,"S","S2",2,"2",95,NA,"Sph rus",0,0,0.01,0,0
"414",414,2,2021,2021-09-13,"HM",2,1,"S","S2",2,"2",95,NA,"Sph com",0,0,0.01,0,0
"415",415,2,2021,2021-09-13,"HM",2,1,"S","S2",2,"2",95,NA,"Sph maj",0,0,0.01,0,0
"416",416,2,2021,2021-09-13,"HM",2,1,"S","S2",2,"2",95,NA,"Sph bal",0,0,0.01,0,0
"417",417,2,2021,2021-09-13,"HM",2,1,"S","S2",2,"2",95,NA,"Sph rip",0,0,0.01,0,0
"418",418,2,2021,2021-09-13,"HM",2,1,"S","S2",2,"2",95,NA,"Sph cf",0,0,0.01,0,0
"419",419,2,2021,2021-09-13,"HM",2,1,"S","S2",3,"3",85,NA,"Sph ang",40,0.470588235294118,40,40,40
"420",420,2,2021,2021-09-13,"HM",2,1,"S","S2",3,"3",85,NA,"Sph cap",10,0.117647058823529,10,10,10
"421",421,2,2021,2021-09-13,"HM",2,1,"S","S2",3,"3",85,NA,"Sph ten",15,0.176470588235294,15,15,15
"422",422,2,2021,2021-09-13,"HM",2,1,"S","S2",3,"3",85,NA,"Sph pap",10,0.117647058823529,10,10,10
"423",423,2,2021,2021-09-13,"HM",2,1,"S","S2",3,"3",85,NA,"Sph div",0,0,0.01,0,0
"424",424,2,2021,2021-09-13,"HM",2,1,"S","S2",3,"3",85,NA,"Sph rus",0,0,0.01,0,0
"425",425,2,2021,2021-09-13,"HM",2,1,"S","S2",3,"3",85,NA,"Sph com",0,0,0.01,0,0
"426",426,2,2021,2021-09-13,"HM",2,1,"S","S2",3,"3",85,NA,"Sph maj",0,0,0.01,0,0
"427",427,2,2021,2021-09-13,"HM",2,1,"S","S2",3,"3",85,NA,"Sph bal",0,0,0.01,0,0
"428",428,2,2021,2021-09-13,"HM",2,1,"S","S2",3,"3",85,NA,"Sph rip",0,0,0.01,0,0
"429",429,2,2021,2021-09-13,"HM",2,1,"S","S2",3,"3",85,NA,"Sph cf",0,0,0.01,0,0
"430",430,2,2021,2021-09-13,"HM",2,1,"S","S2",4,"1",92,NA,"Sph ang",80,0.869565217391304,80,80,80
"431",431,2,2021,2021-09-13,"HM",2,1,"S","S2",4,"1",92,NA,"Sph cap",2,0.0217391304347826,2,2,2
"432",432,2,2021,2021-09-13,"HM",2,1,"S","S2",4,"1",92,NA,"Sph ten",5,0.0543478260869565,5,5,5
"433",433,2,2021,2021-09-13,"HM",2,1,"S","S2",4,"1",92,NA,"Sph pap",5,0.0543478260869565,5,5,5
"434",434,2,2021,2021-09-13,"HM",2,1,"S","S2",4,"1",92,NA,"Sph div",0,0,0.01,0,0
"435",435,2,2021,2021-09-13,"HM",2,1,"S","S2",4,"1",92,NA,"Sph rus",0,0,0.01,0,0
"436",436,2,2021,2021-09-13,"HM",2,1,"S","S2",4,"1",92,NA,"Sph com",0,0,0.01,0,0
"437",437,2,2021,2021-09-13,"HM",2,1,"S","S2",4,"1",92,NA,"Sph maj",0,0,0.01,0,0
"438",438,2,2021,2021-09-13,"HM",2,1,"S","S2",4,"1",92,NA,"Sph bal",0,0,0.01,0,0
"439",439,2,2021,2021-09-13,"HM",2,1,"S","S2",4,"1",92,NA,"Sph rip",0,0,0.01,0,0
"440",440,2,2021,2021-09-13,"HM",2,1,"S","S2",4,"1",92,NA,"Sph cf",0,0,0.01,0,0
"441",441,2,2021,2021-09-13,"HM",2,2,"S","S1",1,"2",78,NA,"Sph ang",40,0.512820512820513,40,40,40
"442",442,2,2021,2021-09-13,"HM",2,2,"S","S1",1,"2",78,NA,"Sph cap",25,0.320512820512821,25,25,25
"443",443,2,2021,2021-09-13,"HM",2,2,"S","S1",1,"2",78,NA,"Sph ten",5,0.0641025641025641,5,5,5
"444",444,2,2021,2021-09-13,"HM",2,2,"S","S1",1,"2",78,NA,"Sph pap",8,0.102564102564103,8,8,8
"445",445,2,2021,2021-09-13,"HM",2,2,"S","S1",1,"2",78,NA,"Sph div",0,0,0.01,0,0
"446",446,2,2021,2021-09-13,"HM",2,2,"S","S1",1,"2",78,NA,"Sph rus",0,0,0.01,0,0
"447",447,2,2021,2021-09-13,"HM",2,2,"S","S1",1,"2",78,NA,"Sph com",0,0,0.01,0,0
"448",448,2,2021,2021-09-13,"HM",2,2,"S","S1",1,"2",78,NA,"Sph maj",0,0,0.01,0,0
"449",449,2,2021,2021-09-13,"HM",2,2,"S","S1",1,"2",78,NA,"Sph bal",0,0,0.01,0,0
"450",450,2,2021,2021-09-13,"HM",2,2,"S","S1",1,"2",78,NA,"Sph rip",0,0,0.01,0,0
"451",451,2,2021,2021-09-13,"HM",2,2,"S","S1",1,"2",78,NA,"Sph cf",0,0,0.01,0,0
"452",452,2,2021,2021-09-13,"HM",2,2,"S","S1",2,"5",53,NA,"Sph ang",25,0.471698113207547,25,25,25
"453",453,2,2021,2021-09-13,"HM",2,2,"S","S1",2,"5",53,NA,"Sph cap",5,0.0943396226415094,5,5,5
